variable,model,segment_type,segment_value,n,mae,rmse,wmape
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H12_L24,2004,1429.963359,1844.383310,0.186555
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L01,2004,116.325898,259.520468,0.997431
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L02,2004,0.162075,0.697671,1.000000
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L03,2004,0.000809,0.003594,1.000000
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L04,2004,0.000000,0.000000,
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L05,2004,0.000000,0.000000,
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L06,2004,0.000000,0.000000,
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L07,2004,0.000000,0.000000,
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L08,2004,0.000000,0.000000,
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L09,2004,0.000000,0.000000,
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L10,2004,0.000810,0.003607,1.000000
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L11,2004,0.356852,1.343512,1.657369
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L12,2004,238.760984,402.429437,1.270398
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L13,2004,589.747380,765.878470,0.555109
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L14,2004,813.836230,987.279243,0.304134
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L15,2004,831.321989,1020.932011,0.186237
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L16,2004,860.010631,1044.408830,0.142748
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L17,2004,834.658027,1009.482373,0.117276
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L18,2004,865.981466,1081.118381,0.112977
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L19,2004,942.292176,1191.897631,0.123421
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L20,2004,979.990000,1262.130993,0.140728
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L21,2004,968.359930,1233.653668,0.167671
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L22,2004,899.180020,1114.320343,0.215473
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L23,2004,832.024781,1016.524899,0.350085
pv,pv_pred_official_all_issues_kw,issue_hour_lead,H18_L24,2004,452.660279,667.472532,0.529391
